date,tournament,round,player_1,player_2,score
2022-07-30T05:32:36.055+07:00,ToughLoveGauntlet074,2,JoRo,pikachuprobably,0-2
2022-07-30T05:32:36.058+07:00,ToughLoveGauntlet074,2,SquidSlash (Groovy Lobster #1766),Friggis1,2-0
2022-07-30T05:32:36.062+07:00,ToughLoveGauntlet074,3,fredruary,Mirdas,1-3
2022-07-30T05:32:36.067+07:00,ToughLoveGauntlet074,3,pikachuprobably,SquidSlash (Groovy Lobster #1766),3-2
2022-07-30T05:32:36.070+07:00,ToughLoveGauntlet074,4,Mirdas,pikachuprobably,3-1
2022-07-30T05:32:36.074+07:00,ToughLoveGauntlet074,-1,Friggis1,JGP13,1-2
2022-07-30T05:32:36.078+07:00,ToughLoveGauntlet074,-2,JoRo,JGP13,2-0
2022-07-30T05:32:36.082+07:00,ToughLoveGauntlet074,-2,E_Sid,CCLia,2-0
2022-07-30T05:32:36.085+07:00,ToughLoveGauntlet074,-3,fredruary,JoRo,1-3
2022-07-30T05:32:36.089+07:00,ToughLoveGauntlet074,-3,SquidSlash (Groovy Lobster #1766),E_Sid,3-0
2022-07-30T05:32:36.092+07:00,ToughLoveGauntlet074,-4,JoRo,SquidSlash (Groovy Lobster #1766),3-1
2022-07-30T05:32:36.095+07:00,ToughLoveGauntlet074,-5,pikachuprobably,JoRo,2-3
2022-07-30T05:32:36.099+07:00,ToughLoveGauntlet074,5,Mirdas,JoRo,3-2
2022-08-06T00:33:48.348+02:00,ToughLoveGauntlet075,1,Friggis1,pikachuprobably,1-2
2022-08-06T00:33:48.356+02:00,ToughLoveGauntlet075,1,fredruary,Cute Pizza #3057,2-1
2022-08-06T00:33:48.363+02:00,ToughLoveGauntlet075,1,Mirdas,konkeydong119,2-0
2022-08-06T00:33:48.369+02:00,ToughLoveGauntlet075,1,Wiltonlaws,JacobDRAG,2-0
2022-08-06T00:33:48.375+02:00,ToughLoveGauntlet075,1,cheeseeater,E_Sid,0-2
2022-08-06T00:33:48.382+02:00,ToughLoveGauntlet075,1,JoRo,JGP13,2-0
2022-08-06T00:33:48.389+02:00,ToughLoveGauntlet075,1,SquidSlash (Groovy Lobster #1766),Pur3Boii,1-2
2022-08-06T00:33:48.412+02:00,ToughLoveGauntlet075,2,TableLol,pikachuprobably,2-1
2022-08-06T00:33:48.419+02:00,ToughLoveGauntlet075,2,fredruary,Mirdas,2-1
2022-08-06T00:33:48.426+02:00,ToughLoveGauntlet075,2,Wiltonlaws,E_Sid,2-1
2022-08-06T00:33:48.431+02:00,ToughLoveGauntlet075,2,JoRo,Pur3Boii,0-2
2022-08-06T00:33:48.436+02:00,ToughLoveGauntlet075,3,TableLol,fredruary,3-2
2022-08-06T00:33:48.443+02:00,ToughLoveGauntlet075,3,Wiltonlaws,Pur3Boii,3-2
2022-08-06T00:33:48.447+02:00,ToughLoveGauntlet075,4,TableLol,Wiltonlaws,0--1
2022-08-06T00:33:48.452+02:00,ToughLoveGauntlet075,-1,Cute Pizza #3057,konkeydong119,0-2
2022-08-06T00:33:48.456+02:00,ToughLoveGauntlet075,-1,JacobDRAG,cheeseeater,0-2
2022-08-06T00:33:48.460+02:00,ToughLoveGauntlet075,-1,JGP13,SquidSlash (Groovy Lobster #1766),1-2
2022-08-06T00:33:48.464+02:00,ToughLoveGauntlet075,-2,JoRo,Friggis1,0-2
2022-08-06T00:33:48.468+02:00,ToughLoveGauntlet075,-2,E_Sid,konkeydong119,2-1
2022-08-06T00:33:48.472+02:00,ToughLoveGauntlet075,-2,Mirdas,cheeseeater,2-1
2022-08-06T00:33:48.476+02:00,ToughLoveGauntlet075,-2,pikachuprobably,SquidSlash (Groovy Lobster #1766),2-0
2022-08-06T00:33:48.480+02:00,ToughLoveGauntlet075,-3,Friggis1,E_Sid,3-2
2022-08-06T00:33:48.484+02:00,ToughLoveGauntlet075,-3,Mirdas,pikachuprobably,0-3
2022-08-06T00:33:48.488+02:00,ToughLoveGauntlet075,-4,fredruary,Friggis1,3-0
2022-08-06T00:33:48.492+02:00,ToughLoveGauntlet075,-4,Pur3Boii,pikachuprobably,2-3
2022-08-06T00:33:48.496+02:00,ToughLoveGauntlet075,-5,fredruary,pikachuprobably,3-0
2022-08-06T00:33:48.501+02:00,ToughLoveGauntlet075,-6,Wiltonlaws,fredruary,1-3
2022-08-06T00:33:48.505+02:00,ToughLoveGauntlet075,5,TableLol,fredruary,1-3
2022-08-06T00:33:48.510+02:00,ToughLoveGauntlet075,5,fredruary,TableLol,1-3
2022-08-13T05:32:43.263+07:00,ToughLoveGauntlet076,1,Friggis1,SquidSlash (Groovy Lobster #1766),2-1
2022-08-13T05:32:43.272+07:00,ToughLoveGauntlet076,1,ESGR (Sturdy Lemon #7871),JacobDRAG,2-0
2022-08-13T05:32:43.278+07:00,ToughLoveGauntlet076,1,JoRo,moxshpox (funkypumkin#5675),2-0
2022-08-13T05:32:43.284+07:00,ToughLoveGauntlet076,1,fredruary,JGP13,2-1
2022-08-13T05:32:43.290+07:00,ToughLoveGauntlet076,2,mpaulweeks,Friggis1,0-2
2022-08-13T05:32:43.310+07:00,ToughLoveGauntlet076,2,Wiltonlaws,ESGR (Sturdy Lemon #7871),1-2
2022-08-13T05:32:43.315+07:00,ToughLoveGauntlet076,2,TableLol,JoRo,2-0
2022-08-13T05:32:43.319+07:00,ToughLoveGauntlet076,2,RetroDot,fredruary,1-2
2022-08-13T05:32:43.325+07:00,ToughLoveGauntlet076,3,Friggis1,ESGR (Sturdy Lemon #7871),0-3
2022-08-13T05:32:43.332+07:00,ToughLoveGauntlet076,3,TableLol,fredruary,3-1
2022-08-13T05:32:43.338+07:00,ToughLoveGauntlet076,4,ESGR (Sturdy Lemon #7871),TableLol,2-3
2022-08-13T05:32:43.343+07:00,ToughLoveGauntlet076,-1,RetroDot,SquidSlash (Groovy Lobster #1766),0-2
2022-08-13T05:32:43.349+07:00,ToughLoveGauntlet076,-1,JoRo,JacobDRAG,2-0
2022-08-13T05:32:43.353+07:00,ToughLoveGauntlet076,-1,Wiltonlaws,moxshpox (funkypumkin#5675),-1-0
2022-08-13T05:32:43.359+07:00,ToughLoveGauntlet076,-1,mpaulweeks,JGP13,2-1
2022-08-13T05:32:43.365+07:00,ToughLoveGauntlet076,-2,SquidSlash (Groovy Lobster #1766),JoRo,0-2
2022-08-13T05:32:43.370+07:00,ToughLoveGauntlet076,-2,moxshpox (funkypumkin#5675),mpaulweeks,1-2
2022-08-13T05:32:43.376+07:00,ToughLoveGauntlet076,-3,Friggis1,JoRo,0--1
2022-08-13T05:32:43.382+07:00,ToughLoveGauntlet076,-3,fredruary,moxshpox (funkypumkin#5675),3-0
2022-08-13T05:32:43.389+07:00,ToughLoveGauntlet076,-4,Friggis1,fredruary,0-3
2022-08-13T05:32:43.397+07:00,ToughLoveGauntlet076,-5,ESGR (Sturdy Lemon #7871),fredruary,3-1
2022-08-13T05:32:43.404+07:00,ToughLoveGauntlet076,5,TableLol,ESGR (Sturdy Lemon #7871),3-1
2022-08-20T00:24:55.076+02:00,ToughLoveGauntlet077,1,E_Sid,moxshpox (funkypumkin#5675),2-0
2022-08-20T00:24:55.083+02:00,ToughLoveGauntlet077,1,JoRo,JacobDRAG,2-0
2022-08-20T00:24:55.088+02:00,ToughLoveGauntlet077,1,SquidSlash (Groovy Lobster #1766),Toyley_isnt_here,2-1
2022-08-20T00:24:55.094+02:00,ToughLoveGauntlet077,1,RetroDot,LungsterX (Salty Lobster #9241),1-2
2022-08-20T00:24:55.099+02:00,ToughLoveGauntlet077,1,pikachuprobably,BlueicyDasani,2-1
2022-08-20T00:24:55.104+02:00,ToughLoveGauntlet077,1,fredruary,Mirdas,2-1
2022-08-20T00:24:55.110+02:00,ToughLoveGauntlet077,1,Pur3Boii,JGP13,2-0
2022-08-20T00:24:55.117+02:00,ToughLoveGauntlet077,2,mpaulweeks,E_Sid,1-2
2022-08-20T00:24:55.122+02:00,ToughLoveGauntlet077,2,JoRo,SquidSlash (Groovy Lobster #1766),2-1
2022-08-20T00:24:55.128+02:00,ToughLoveGauntlet077,2,LungsterX (Salty Lobster #9241),pikachuprobably,2-1
2022-08-20T00:24:55.134+02:00,ToughLoveGauntlet077,2,fredruary,Pur3Boii,0-2
2022-08-20T00:24:55.139+02:00,ToughLoveGauntlet077,3,E_Sid,JoRo,0-3
2022-08-20T00:24:55.146+02:00,ToughLoveGauntlet077,3,LungsterX (Salty Lobster #9241),Pur3Boii,3-2
2022-08-20T00:24:55.151+02:00,ToughLoveGauntlet077,4,JoRo,LungsterX (Salty Lobster #9241),1-3
2022-08-20T00:24:55.156+02:00,ToughLoveGauntlet077,-1,JacobDRAG,Toyley_isnt_here,-1-0
2022-08-20T00:24:55.161+02:00,ToughLoveGauntlet077,-1,RetroDot,BlueicyDasani,2-0
2022-08-20T00:24:55.166+02:00,ToughLoveGauntlet077,-1,Mirdas,JGP13,2-0
2022-08-20T00:24:55.172+02:00,ToughLoveGauntlet077,-2,fredruary,moxshpox (funkypumkin#5675),2-0
2022-08-20T00:24:55.177+02:00,ToughLoveGauntlet077,-2,pikachuprobably,Toyley_isnt_here,2-0
2022-08-20T00:24:55.182+02:00,ToughLoveGauntlet077,-2,SquidSlash (Groovy Lobster #1766),RetroDot,0-2
2022-08-20T00:24:55.187+02:00,ToughLoveGauntlet077,-2,mpaulweeks,Mirdas,0-2
2022-08-20T00:24:55.191+02:00,ToughLoveGauntlet077,-3,fredruary,pikachuprobably,0-3
2022-08-20T00:24:55.196+02:00,ToughLoveGauntlet077,-3,RetroDot,Mirdas,2-3
2022-08-20T00:24:55.201+02:00,ToughLoveGauntlet077,-4,E_Sid,pikachuprobably,0-3
2022-08-20T00:24:55.206+02:00,ToughLoveGauntlet077,-4,Pur3Boii,Mirdas,1-3
2022-08-20T00:24:55.210+02:00,ToughLoveGauntlet077,-5,pikachuprobably,Mirdas,3-2
2022-08-20T00:24:55.215+02:00,ToughLoveGauntlet077,-6,JoRo,pikachuprobably,2-3
2022-08-20T00:24:55.219+02:00,ToughLoveGauntlet077,5,LungsterX (Salty Lobster #9241),pikachuprobably,3-1
2022-08-26T17:30:52.580-05:00,ToughLoveGauntlet078,1,TrunksEsp,BlueicyDasani,0-2
2022-08-26T17:30:52.587-05:00,ToughLoveGauntlet078,1,pikachuprobably,JacobDRAG,2-0
2022-08-26T17:30:52.592-05:00,ToughLoveGauntlet078,1,JoRo,Toyley_isnt_here,2-0
2022-08-26T17:30:52.597-05:00,ToughLoveGauntlet078,1,Mirdas,moxshpox (funkypumkin#5675),2-0
2022-08-26T17:30:52.602-05:00,ToughLoveGauntlet078,1,Pur3Boii,mogus69420,2-0
2022-08-26T17:30:52.621-05:00,ToughLoveGauntlet078,1,Friggis1,JGP13,-1-0
2022-08-26T17:30:52.626-05:00,ToughLoveGauntlet078,2,mpaulweeks,BlueicyDasani,0-2
2022-08-26T17:30:52.631-05:00,ToughLoveGauntlet078,2,pikachuprobably,JoRo,0--1
2022-08-26T17:30:52.635-05:00,ToughLoveGauntlet078,2,fredruary,Mirdas,0-2
2022-08-26T17:30:52.640-05:00,ToughLoveGauntlet078,2,Pur3Boii,JGP13,2-1
2022-08-26T17:30:52.645-05:00,ToughLoveGauntlet078,3,BlueicyDasani,pikachuprobably,2-3
2022-08-26T17:30:52.649-05:00,ToughLoveGauntlet078,3,Mirdas,Pur3Boii,1-3
2022-08-26T17:30:52.653-05:00,ToughLoveGauntlet078,4,pikachuprobably,Pur3Boii,3-0
2022-08-26T17:30:52.657-05:00,ToughLoveGauntlet078,-1,JacobDRAG,Toyley_isnt_here,2-1
2022-08-26T17:30:52.662-05:00,ToughLoveGauntlet078,-1,mogus69420,Friggis1,1-2
2022-08-26T17:30:52.666-05:00,ToughLoveGauntlet078,-2,JGP13,TrunksEsp,1-2
2022-08-26T17:30:52.670-05:00,ToughLoveGauntlet078,-2,fredruary,JacobDRAG,2-0
2022-08-26T17:30:52.675-05:00,ToughLoveGauntlet078,-2,JoRo,moxshpox (funkypumkin#5675),-1-0
2022-08-26T17:30:52.679-05:00,ToughLoveGauntlet078,-2,mpaulweeks,Friggis1,2-0
2022-08-26T17:30:52.683-05:00,ToughLoveGauntlet078,-3,TrunksEsp,fredruary,2-3
2022-08-26T17:30:52.687-05:00,ToughLoveGauntlet078,-3,moxshpox (funkypumkin#5675),mpaulweeks,0-3
2022-08-26T17:30:52.692-05:00,ToughLoveGauntlet078,-4,BlueicyDasani,fredruary,3-1
2022-08-26T17:30:52.695-05:00,ToughLoveGauntlet078,-4,Mirdas,mpaulweeks,3-0
2022-08-26T17:30:52.699-05:00,ToughLoveGauntlet078,-5,BlueicyDasani,Mirdas,3-1
2022-08-26T17:30:52.703-05:00,ToughLoveGauntlet078,-6,Pur3Boii,BlueicyDasani,1-3
2022-08-26T17:30:52.707-05:00,ToughLoveGauntlet078,5,pikachuprobably,BlueicyDasani,1-3
2022-08-26T17:30:52.711-05:00,ToughLoveGauntlet078,5,BlueicyDasani,pikachuprobably,3-2
2022-09-02T23:31:22.150+01:00,ToughLoveGauntlet079,1,Horsin,Zoi2006,0-2
2022-09-02T23:31:22.157+01:00,ToughLoveGauntlet079,2,ESGR (Sturdy Lemon #7871),Zoi2006,2-0
2022-09-02T23:31:22.162+01:00,ToughLoveGauntlet079,2,Mirdas,pikachuprobably,2-0
2022-09-02T23:31:22.168+01:00,ToughLoveGauntlet079,2,BlueicyDasani,E_Sid,2-0
2022-09-02T23:31:22.173+01:00,ToughLoveGauntlet079,2,fredruary,Friggis1,2-0
2022-09-02T23:31:22.178+01:00,ToughLoveGauntlet079,3,ESGR (Sturdy Lemon #7871),Mirdas,2-3
2022-09-02T23:31:22.182+01:00,ToughLoveGauntlet079,3,BlueicyDasani,fredruary,3-1
2022-09-02T23:31:22.188+01:00,ToughLoveGauntlet079,4,Mirdas,BlueicyDasani,1-3
2022-09-02T23:31:22.192+01:00,ToughLoveGauntlet079,-1,Friggis1,Horsin,1-2
2022-09-02T23:31:22.197+01:00,ToughLoveGauntlet079,-2,E_Sid,Horsin,2-0
2022-09-02T23:31:22.202+01:00,ToughLoveGauntlet079,-2,pikachuprobably,Zoi2006,0-2
2022-09-02T23:31:22.208+01:00,ToughLoveGauntlet079,-3,ESGR (Sturdy Lemon #7871),E_Sid,3-0
2022-09-02T23:31:22.213+01:00,ToughLoveGauntlet079,-3,fredruary,Zoi2006,3-1
2022-09-02T23:31:22.217+01:00,ToughLoveGauntlet079,-4,ESGR (Sturdy Lemon #7871),fredruary,3-1
2022-09-02T23:31:22.221+01:00,ToughLoveGauntlet079,-5,Mirdas,ESGR (Sturdy Lemon #7871),3-2
2022-09-02T23:31:22.226+01:00,ToughLoveGauntlet079,5,BlueicyDasani,Mirdas,3-0
2022-09-09T23:35:09.989+01:00,ToughLoveGauntlet080,1,Horsin,Zoi2006,1-2
2022-09-09T23:35:09.995+01:00,ToughLoveGauntlet080,1,Curry_Man,Cute Pizza #3057,2-0
2022-09-09T23:35:10.001+01:00,ToughLoveGauntlet080,1,pikachuprobably,DEMIURGE_6606,2-0
2022-09-09T23:35:10.007+01:00,ToughLoveGauntlet080,2,TableLol,Zoi2006,2-1
2022-09-09T23:35:10.012+01:00,ToughLoveGauntlet080,2,fredruary,JoRo,2-0
2022-09-09T23:35:10.017+01:00,ToughLoveGauntlet080,2,RetroDot,Curry_Man,2-1
2022-09-09T23:35:10.022+01:00,ToughLoveGauntlet080,2,BlueicyDasani,pikachuprobably,2-0
2022-09-09T23:35:10.027+01:00,ToughLoveGauntlet080,3,TableLol,fredruary,3-2
2022-09-09T23:35:10.031+01:00,ToughLoveGauntlet080,3,RetroDot,BlueicyDasani,1-3
2022-09-09T23:35:10.036+01:00,ToughLoveGauntlet080,4,TableLol,BlueicyDasani,1-3
2022-09-09T23:35:10.041+01:00,ToughLoveGauntlet080,-1,pikachuprobably,Horsin,2-1
2022-09-09T23:35:10.046+01:00,ToughLoveGauntlet080,-1,JoRo,Cute Pizza #3057,2-0
2022-09-09T23:35:10.051+01:00,ToughLoveGauntlet080,-1,Zoi2006,DEMIURGE_6606,2-0
2022-09-09T23:35:10.056+01:00,ToughLoveGauntlet080,-2,Curry_Man,pikachuprobably,0-2
2022-09-09T23:35:10.061+01:00,ToughLoveGauntlet080,-2,JoRo,Zoi2006,0-2
2022-09-09T23:35:10.065+01:00,ToughLoveGauntlet080,-3,fredruary,pikachuprobably,3-0
2022-09-09T23:35:10.069+01:00,ToughLoveGauntlet080,-3,RetroDot,Zoi2006,-1-0
2022-09-09T23:35:10.074+01:00,ToughLoveGauntlet080,-4,fredruary,Zoi2006,0-3
2022-09-09T23:35:10.078+01:00,ToughLoveGauntlet080,-5,TableLol,Zoi2006,3-0
2022-09-09T23:35:10.083+01:00,ToughLoveGauntlet080,5,BlueicyDasani,TableLol,3-1
2022-09-24T00:34:12.892+02:00,ToughLoveGauntlet081,1,TableLol,Anonymous Toast #6065,2-0
2022-09-24T00:34:12.898+02:00,ToughLoveGauntlet081,1,pikachuprobably,SquidSlash (Groovy Lobster #1766),0-2
2022-09-24T00:34:12.902+02:00,ToughLoveGauntlet081,1,Wiltonlaws,Cute Pizza #3057,0-2
2022-09-24T00:34:12.906+02:00,ToughLoveGauntlet081,1,fredruary,Zoi2006,2-0
2022-09-24T00:34:12.910+02:00,ToughLoveGauntlet081,1,BlueicyDasani,Anonymous Toast,0--1
2022-09-24T00:34:12.914+02:00,ToughLoveGauntlet081,1,Mirdas,E_Sid,2-0
2022-09-24T00:34:12.919+02:00,ToughLoveGauntlet081,1,ESGR (Sturdy Lemon #7871),DaMoogie,2-0
2022-09-24T00:34:12.923+02:00,ToughLoveGauntlet081,1,JoRo,TrunksEsp,0-2
2022-09-24T00:34:12.926+02:00,ToughLoveGauntlet081,2,TableLol,SquidSlash (Groovy Lobster #1766),2-0
2022-09-24T00:34:12.931+02:00,ToughLoveGauntlet081,2,Cute Pizza #3057,fredruary,0-2
2022-09-24T00:34:12.934+02:00,ToughLoveGauntlet081,2,BlueicyDasani,Mirdas,2-1
2022-09-24T00:34:12.938+02:00,ToughLoveGauntlet081,2,ESGR (Sturdy Lemon #7871),TrunksEsp,0--1
2022-09-24T00:34:12.941+02:00,ToughLoveGauntlet081,3,TableLol,fredruary,3-2
2022-09-24T00:34:12.945+02:00,ToughLoveGauntlet081,3,BlueicyDasani,ESGR (Sturdy Lemon #7871),0-3
2022-09-24T00:34:12.949+02:00,ToughLoveGauntlet081,4,TableLol,ESGR (Sturdy Lemon #7871),2-3
2022-09-24T00:34:12.952+02:00,ToughLoveGauntlet081,-1,Anonymous Toast #6065,pikachuprobably,0-2
2022-09-24T00:34:12.956+02:00,ToughLoveGauntlet081,-1,Wiltonlaws,Zoi2006,1-2
2022-09-24T00:34:12.959+02:00,ToughLoveGauntlet081,-1,Anonymous Toast,E_Sid,-1-0
2022-09-24T00:34:12.963+02:00,ToughLoveGauntlet081,-1,DaMoogie,JoRo,1-2
2022-09-24T00:34:12.967+02:00,ToughLoveGauntlet081,-2,TrunksEsp,pikachuprobably,0-2
2022-09-24T00:34:12.973+02:00,ToughLoveGauntlet081,-2,Mirdas,Zoi2006,1-2
2022-09-24T00:34:12.976+02:00,ToughLoveGauntlet081,-2,Cute Pizza #3057,E_Sid,2-1
2022-09-24T00:34:12.980+02:00,ToughLoveGauntlet081,-2,SquidSlash (Groovy Lobster #1766),JoRo,1-2
2022-09-24T00:34:12.983+02:00,ToughLoveGauntlet081,-3,pikachuprobably,Zoi2006,3-1
2022-09-24T00:34:12.987+02:00,ToughLoveGauntlet081,-3,Cute Pizza #3057,JoRo,2-3
2022-09-24T00:34:12.991+02:00,ToughLoveGauntlet081,-4,fredruary,pikachuprobably,0-3
2022-09-24T00:34:12.995+02:00,ToughLoveGauntlet081,-4,BlueicyDasani,JoRo,0-3
2022-09-24T00:34:12.998+02:00,ToughLoveGauntlet081,-5,pikachuprobably,JoRo,1-3
2022-09-24T00:34:13.002+02:00,ToughLoveGauntlet081,-6,TableLol,JoRo,3-2
2022-09-24T00:34:13.006+02:00,ToughLoveGauntlet081,5,ESGR (Sturdy Lemon #7871),TableLol,2-3
2022-09-24T00:34:13.010+02:00,ToughLoveGauntlet081,5,TableLol,ESGR (Sturdy Lemon #7871),0-3
2022-09-30T18:30:10.207-04:00,ToughLoveGauntlet082,1,JoRo,Zoi2006,2-0
2022-09-30T18:30:10.214-04:00,ToughLoveGauntlet082,1,fredruary,VELID_,2-0
2022-09-30T18:30:10.218-04:00,ToughLoveGauntlet082,1,pikachuprobably,Jewel_,2-1
2022-09-30T18:30:10.223-04:00,ToughLoveGauntlet082,1,E_Sid,titanomachyRPG,2-0
2022-09-30T18:30:10.231-04:00,ToughLoveGauntlet082,2,mpaulweeks,JoRo,0-2
2022-09-30T18:30:10.240-04:00,ToughLoveGauntlet082,2,ESGR (Sturdy Lemon #7871),fredruary,2-0
2022-09-30T18:30:10.247-04:00,ToughLoveGauntlet082,2,TableLol,pikachuprobably,2-1
2022-09-30T18:30:10.252-04:00,ToughLoveGauntlet082,2,RetroDot,E_Sid,0-2
2022-09-30T18:30:10.258-04:00,ToughLoveGauntlet082,3,JoRo,ESGR (Sturdy Lemon #7871),0-3
2022-09-30T18:30:10.263-04:00,ToughLoveGauntlet082,3,TableLol,E_Sid,3-1
2022-09-30T18:30:10.266-04:00,ToughLoveGauntlet082,4,ESGR (Sturdy Lemon #7871),TableLol,3-1
2022-09-30T18:30:10.270-04:00,ToughLoveGauntlet082,-1,RetroDot,Zoi2006,2-0
2022-09-30T18:30:10.275-04:00,ToughLoveGauntlet082,-1,pikachuprobably,VELID_,2-0
2022-09-30T18:30:10.280-04:00,ToughLoveGauntlet082,-1,fredruary,Jewel_,2-0
2022-09-30T18:30:10.284-04:00,ToughLoveGauntlet082,-1,mpaulweeks,titanomachyRPG,2-0
2022-09-30T18:30:10.288-04:00,ToughLoveGauntlet082,-2,RetroDot,pikachuprobably,2-0
2022-09-30T18:30:10.293-04:00,ToughLoveGauntlet082,-2,fredruary,mpaulweeks,1-2
2022-09-30T18:30:10.297-04:00,ToughLoveGauntlet082,-3,JoRo,RetroDot,0--1
2022-09-30T18:30:10.302-04:00,ToughLoveGauntlet082,-3,E_Sid,mpaulweeks,3-1
2022-09-30T18:30:10.307-04:00,ToughLoveGauntlet082,-4,JoRo,E_Sid,3-1
2022-09-30T18:30:10.311-04:00,ToughLoveGauntlet082,-5,TableLol,JoRo,1-3
2022-09-30T18:30:10.315-04:00,ToughLoveGauntlet082,5,ESGR (Sturdy Lemon #7871),JoRo,2-3
2022-09-30T18:30:10.319-04:00,ToughLoveGauntlet082,5,JoRo,ESGR (Sturdy Lemon #7871),1-3
2022-10-07T23:27:06.264+01:00,ToughLoveGauntlet083,1,titanomachyRPG,JacobDRAG,2-0
2022-10-07T23:27:06.272+01:00,ToughLoveGauntlet083,1,Horsin,E_Sid,1-2
2022-10-07T23:27:06.280+01:00,ToughLoveGauntlet083,1,TheLambSaucelSNL,Mayyro | Mushy Rice #3999,0-2
2022-10-07T23:27:06.285+01:00,ToughLoveGauntlet083,1,SquidSlash (Groovy Lobster #1766),DaMoogie,2-0
2022-10-07T23:27:06.292+01:00,ToughLoveGauntlet083,2,mpaulweeks,titanomachyRPG,2-0
2022-10-07T23:27:06.305+01:00,ToughLoveGauntlet083,2,Friggis1,JoRo,0-2
2022-10-07T23:27:06.311+01:00,ToughLoveGauntlet083,2,fredruary,E_Sid,1-2
2022-10-07T23:27:06.316+01:00,ToughLoveGauntlet083,2,TableLol,cheeseeater,2-1
2022-10-07T23:27:06.320+01:00,ToughLoveGauntlet083,2,ESGR (Sturdy Lemon #7871),Mayyro | Mushy Rice #3999,2-0
2022-10-07T23:27:06.324+01:00,ToughLoveGauntlet083,2,Askadoodle,moxshpox (funkypumkin#5675),2-0
2022-10-07T23:27:06.333+01:00,ToughLoveGauntlet083,2,RetroDot,SquidSlash (Groovy Lobster #1766),2-1
2022-10-07T23:27:06.338+01:00,ToughLoveGauntlet083,2,SWAG | Waddle,Zoi2006,1-2
2022-10-07T23:27:06.342+01:00,ToughLoveGauntlet083,3,mpaulweeks,JoRo,0-2
2022-10-07T23:27:06.347+01:00,ToughLoveGauntlet083,3,E_Sid,TableLol,2-1
2022-10-07T23:27:06.352+01:00,ToughLoveGauntlet083,3,ESGR (Sturdy Lemon #7871),Askadoodle,2-0
2022-10-07T23:27:06.356+01:00,ToughLoveGauntlet083,3,RetroDot,Zoi2006,2-0
2022-10-07T23:27:06.360+01:00,ToughLoveGauntlet083,4,JoRo,E_Sid,
2022-10-07T23:27:06.365+01:00,ToughLoveGauntlet083,4,ESGR (Sturdy Lemon #7871),RetroDot,2-3
2022-10-07T23:27:06.369+01:00,ToughLoveGauntlet083,5,E_Sid,RetroDot,0-3
2022-10-07T23:27:06.373+01:00,ToughLoveGauntlet083,-1,SWAG | Waddle,JacobDRAG,2-0
2022-10-07T23:27:06.382+01:00,ToughLoveGauntlet083,-1,moxshpox (funkypumkin#5675),Horsin,2-0
2022-10-07T23:27:06.389+01:00,ToughLoveGauntlet083,-1,cheeseeater,TheLambSaucelSNL,2-0
2022-10-07T23:27:06.396+01:00,ToughLoveGauntlet083,-1,Friggis1,DaMoogie,2-1
2022-10-07T23:27:06.402+01:00,ToughLoveGauntlet083,-2,SquidSlash (Groovy Lobster #1766),SWAG | Waddle,0-2
2022-10-07T23:27:06.409+01:00,ToughLoveGauntlet083,-2,Mayyro | Mushy Rice #3999,moxshpox (funkypumkin#5675),0-2
2022-10-07T23:27:06.414+01:00,ToughLoveGauntlet083,-2,fredruary,cheeseeater,1-2
2022-10-07T23:27:06.419+01:00,ToughLoveGauntlet083,-2,titanomachyRPG,Friggis1,0-2
2022-10-07T23:27:06.424+01:00,ToughLoveGauntlet083,-3,TableLol,SWAG | Waddle,2-1
2022-10-07T23:27:06.433+01:00,ToughLoveGauntlet083,-3,mpaulweeks,moxshpox (funkypumkin#5675),0-2
2022-10-07T23:27:06.439+01:00,ToughLoveGauntlet083,-3,Zoi2006,cheeseeater,2-0
2022-10-07T23:27:06.443+01:00,ToughLoveGauntlet083,-3,Askadoodle,Friggis1,2-0
2022-10-07T23:27:06.447+01:00,ToughLoveGauntlet083,-4,TableLol,moxshpox (funkypumkin#5675),3-0
2022-10-07T23:27:06.451+01:00,ToughLoveGauntlet083,-4,Zoi2006,Askadoodle,2-3
2022-10-07T23:27:06.456+01:00,ToughLoveGauntlet083,-5,ESGR (Sturdy Lemon #7871),moxshpox (funkypumkin#5675),3-0
2022-10-07T23:27:06.460+01:00,ToughLoveGauntlet083,-5,JoRo,Askadoodle,
2022-10-07T23:27:06.464+01:00,ToughLoveGauntlet083,-6,ESGR (Sturdy Lemon #7871),Askadoodle,3-2
2022-10-07T23:27:06.468+01:00,ToughLoveGauntlet083,-7,E_Sid,ESGR (Sturdy Lemon #7871),2-3
2022-10-07T23:27:06.472+01:00,ToughLoveGauntlet083,6,RetroDot,ESGR (Sturdy Lemon #7871),2-3
2022-10-07T23:27:06.476+01:00,ToughLoveGauntlet083,6,ESGR (Sturdy Lemon #7871),RetroDot,3-1
2022-10-14T18:28:46.597-04:00,ToughLoveGauntlet084,1,E_Sid,TrunksEsp,0-2
2022-10-14T18:28:46.605-04:00,ToughLoveGauntlet084,1,fredruary,titanomachyRPG,2-0
2022-10-14T18:28:46.610-04:00,ToughLoveGauntlet084,1,SquidSlash (Groovy Lobster #1766),Alexa,2-1
2022-10-14T18:28:46.615-04:00,ToughLoveGauntlet084,1,Horsin,JGP13,2-1
2022-10-14T18:28:46.620-04:00,ToughLoveGauntlet084,1,JoRo,CRYTREGAMER,2-0
